payment_id,subscription_id,customer_id,payment_date,amount_inr,payment_method,payment_status,gateway
PAY0000717,SUB000087,CUST00087,2023-12-18,299.0,Wallet,Success,PayU
PAY0000718,SUB000087,CUST00087,2024-01-17,299.0,Credit Card,Success,Paytm
PAY0000719,SUB000087,CUST00087,2024-02-16,299.0,Debit Card,Success,Cashfree
PAY0000720,SUB000087,CUST00087,2024-03-17,299.0,Wallet,Success,PayU
PAY0000721,SUB000087,CUST00087,2024-04-16,299.0,Wallet,Success,Razorpay
PAY0000722,SUB000087,CUST00087,2024-05-16,299.0,Net Banking,Failed,Cashfree
PAY0000723,SUB000087,CUST00087,2024-06-15,299.0,Net Banking,Success,Cashfree
PAY0000724,SUB000087,CUST00087,2024-07-15,299.0,Debit Card,Success,PayU
PAY0000725,SUB000087,CUST00087,2024-08-14,299.0,Debit Card,Success,Cashfree
PAY0000726,SUB000087,CUST00087,2024-09-13,299.0,Debit Card,Success,PayU
PAY0000727,SUB000087,CUST00087,2024-10-13,299.0,Net Banking,Success,Razorpay
PAY0000728,SUB000087,CUST00087,2024-11-12,299.0,Credit Card,Success,Cashfree
PAY0000729,SUB000087,CUST00087,2024-12-12,299.0,Net Banking,Success,Razorpay
PAY0000730,SUB000088,CUST00088,2022-02-12,299.0,Wallet,Success,Paytm
PAY0000731,SUB000088,CUST00088,2022-03-14,299.0,Credit Card,Success,Razorpay
PAY0000732,SUB000088,CUST00088,2022-04-13,299.0,Debit Card,Success,PayU
PAY0000733,SUB000088,CUST00088,2022-05-13,299.0,Debit Card,Success,PayU
PAY0000734,SUB000088,CUST00088,2022-06-12,299.0,Wallet,Success,PayU
PAY0000735,SUB000088,CUST00088,2022-07-12,299.0,Wallet,Success,PayU
PAY0000736,SUB000088,CUST00088,2022-08-11,299.0,Debit Card,Success,Cashfree
PAY0000737,SUB000088,CUST00088,2022-09-10,299.0,Credit Card,Success,Cashfree
PAY0000738,SUB000088,CUST00088,2022-10-10,299.0,Credit Card,Success,Cashfree
PAY0000739,SUB000088,CUST00088,2022-11-09,299.0,Net Banking,Success,Cashfree
PAY0000740,SUB000088,CUST00088,2022-12-09,299.0,Credit Card,Success,Cashfree
PAY0000741,SUB000088,CUST00088,2023-01-08,299.0,UPI,Success,PayU
PAY0000742,SUB000088,CUST00088,2023-02-07,299.0,Wallet,Failed,Razorpay
PAY0000743,SUB000088,CUST00088,2023-03-09,299.0,UPI,Success,PayU
PAY0000744,SUB000088,CUST00088,2023-04-08,299.0,Wallet,Success,PayU
PAY0000745,SUB000088,CUST00088,2023-05-08,299.0,Net Banking,Success,Cashfree
PAY0000746,SUB000088,CUST00088,2023-06-07,299.0,Wallet,Success,Razorpay
PAY0000747,SUB000088,CUST00088,2023-07-07,299.0,Wallet,Success,Cashfree
PAY0000748,SUB000088,CUST00088,2023-08-06,299.0,Wallet,Success,PayU
PAY0000749,SUB000088,CUST00088,2023-09-05,299.0,UPI,Success,Paytm
PAY0000750,SUB000088,CUST00088,2023-10-05,299.0,Debit Card,Success,Razorpay
PAY0000751,SUB000088,CUST00088,2023-11-04,299.0,Debit Card,Success,Cashfree
PAY0000752,SUB000088,CUST00088,2023-12-04,299.0,Net Banking,Success,Cashfree
PAY0000753,SUB000088,CUST00088,2024-01-03,299.0,Wallet,Success,Paytm
PAY0000754,SUB000088,CUST00088,2024-02-02,299.0,Credit Card,Success,PayU
PAY0000755,SUB000088,CUST00088,2024-03-03,299.0,Debit Card,Success,Paytm
PAY0000756,SUB000088,CUST00088,2024-04-02,299.0,Wallet,Success,PayU
PAY0000757,SUB000088,CUST00088,2024-05-02,299.0,Debit Card,Success,Paytm
PAY0000758,SUB000088,CUST00088,2024-06-01,299.0,Credit Card,Success,Cashfree
PAY0000759,SUB000088,CUST00088,2024-07-01,299.0,Debit Card,Success,Razorpay
PAY0000760,SUB000088,CUST00088,2024-07-31,299.0,Net Banking,Success,PayU
PAY0000761,SUB000088,CUST00088,2024-08-30,299.0,Net Banking,Success,Cashfree
PAY0000762,SUB000088,CUST00088,2024-09-29,299.0,UPI,Success,Razorpay
PAY0000763,SUB000088,CUST00088,2024-10-29,299.0,Wallet,Success,Cashfree
PAY0000764,SUB000088,CUST00088,2024-11-28,299.0,Wallet,Success,Razorpay
PAY0000765,SUB000088,CUST00088,2024-12-28,299.0,Wallet,Success,Cashfree
PAY0000766,SUB000089,CUST00089,2022-08-04,807.3000000000001,Net Banking,Success,Paytm
PAY0000767,SUB000089,CUST00089,2022-11-02,807.3000000000001,Wallet,Success,Paytm
PAY0000768,SUB000089,CUST00089,2023-01-31,807.3000000000001,Credit Card,Success,PayU
PAY0000769,SUB000089,CUST00089,2023-05-01,807.3000000000001,Wallet,Success,Paytm
PAY0000770,SUB000089,CUST00089,2023-07-30,807.3000000000001,Net Banking,Success,PayU
PAY0000771,SUB000089,CUST00089,2023-10-28,807.3000000000001,Net Banking,Success,Paytm
PAY0000772,SUB000089,CUST00089,2024-01-26,807.3000000000001,Wallet,Success,Razorpay
PAY0000773,SUB000089,CUST00089,2024-04-25,807.3000000000001,UPI,Success,Razorpay
PAY0000774,SUB000089,CUST00089,2024-07-24,807.3000000000001,UPI,Success,Razorpay
PAY0000775,SUB000089,CUST00089,2024-10-22,807.3000000000001,Debit Card,Success,Cashfree
PAY0000776,SUB000090,CUST00090,2024-06-24,807.3000000000001,UPI,Success,PayU
PAY0000777,SUB000090,CUST00090,2024-09-22,807.3000000000001,Credit Card,Success,PayU
PAY0000778,SUB000090,CUST00090,2024-12-21,807.3000000000001,Net Banking,Success,Razorpay
PAY0000779,SUB000091,CUST00091,2022-08-31,807.3000000000001,UPI,Success,Razorpay
PAY0000780,SUB000091,CUST00091,2022-11-29,807.3000000000001,Wallet,Failed,PayU
PAY0000781,SUB000091,CUST00091,2023-02-27,807.3000000000001,UPI,Success,Paytm
PAY0000782,SUB000091,CUST00091,2023-05-28,807.3000000000001,Debit Card,Success,Razorpay
PAY0000783,SUB000091,CUST00091,2023-08-26,807.3000000000001,Wallet,Success,PayU
PAY0000784,SUB000091,CUST00091,2023-11-24,807.3000000000001,Credit Card,Success,Paytm
PAY0000785,SUB000091,CUST00091,2024-02-22,807.3000000000001,Wallet,Success,PayU
PAY0000786,SUB000091,CUST00091,2024-05-22,807.3000000000001,Net Banking,Success,Paytm
PAY0000787,SUB000091,CUST00091,2024-08-20,807.3000000000001,Credit Card,Success,Paytm
PAY0000788,SUB000091,CUST00091,2024-11-18,807.3000000000001,Debit Card,Success,Razorpay
PAY0000789,SUB000092,CUST00092,2022-07-03,1490.0,Net Banking,Success,Paytm
PAY0000790,SUB000092,CUST00092,2023-07-03,1490.0,Credit Card,Success,Razorpay
PAY0000791,SUB000092,CUST00092,2024-07-02,1490.0,UPI,Success,Cashfree
PAY0000792,SUB000093,CUST00093,2022-10-01,499.0,Net Banking,Success,Razorpay
PAY0000793,SUB000093,CUST00093,2022-10-31,499.0,Wallet,Success,Paytm
PAY0000794,SUB000093,CUST00093,2022-11-30,499.0,Credit Card,Success,Paytm
PAY0000795,SUB000093,CUST00093,2022-12-30,499.0,Credit Card,Success,Paytm
PAY0000796,SUB000093,CUST00093,2023-01-29,499.0,Debit Card,Success,Cashfree
PAY0000797,SUB000094,CUST00094,2024-05-29,2990.0,UPI,Success,Cashfree
PAY0000798,SUB000095,CUST00095,2022-12-25,1490.0,Credit Card,Success,Cashfree
PAY0000799,SUB000095,CUST00095,2023-12-25,1490.0,Credit Card,Success,Razorpay
PAY0000800,SUB000095,CUST00095,2024-12-24,1490.0,Debit Card,Success,Cashfree
PAY0000801,SUB000096,CUST00096,2023-11-07,1752.3000000000002,Credit Card,Success,Razorpay
PAY0000802,SUB000096,CUST00096,2024-02-05,1752.3000000000002,Debit Card,Success,Cashfree
PAY0000803,SUB000096,CUST00096,2024-05-05,1752.3000000000002,Credit Card,Success,Razorpay
PAY0000804,SUB000096,CUST00096,2024-08-03,1752.3000000000002,UPI,Success,Paytm
PAY0000805,SUB000096,CUST00096,2024-11-01,1752.3000000000002,UPI,Success,PayU
PAY0000806,SUB000097,CUST00097,2024-06-04,6490.0,Credit Card,Success,Cashfree
PAY0000807,SUB000098,CUST00098,2023-02-14,1490.0,UPI,Success,Cashfree
PAY0000808,SUB000098,CUST00098,2024-02-14,1490.0,Net Banking,Success,Paytm
PAY0000809,SUB000099,CUST00099,2024-06-17,2990.0,Credit Card,Success,Cashfree
PAY0000810,SUB000100,CUST00100,2022-02-09,1752.3000000000002,Debit Card,Success,Razorpay
PAY0000811,SUB000100,CUST00100,2022-05-10,1752.3000000000002,UPI,Success,Cashfree
PAY0000812,SUB000100,CUST00100,2022-08-08,1752.3000000000002,Debit Card,Success,Paytm
PAY0000813,SUB000100,CUST00100,2022-11-06,1752.3000000000002,Debit Card,Success,PayU
PAY0000814,SUB000100,CUST00100,2023-02-04,1752.3000000000002,Debit Card,Success,Razorpay
PAY0000815,SUB000100,CUST00100,2023-05-05,1752.3000000000002,UPI,Success,PayU
PAY0000816,SUB000100,CUST00100,2023-08-03,1752.3000000000002,UPI,Success,Cashfree
PAY0000817,SUB000100,CUST00100,2023-11-01,1752.3000000000002,UPI,Success,Cashfree
PAY0000818,SUB000100,CUST00100,2024-01-30,1752.3000000000002,Net Banking,Success,Paytm
PAY0000819,SUB000100,CUST00100,2024-04-29,1752.3000000000002,UPI,Success,Paytm
PAY0000820,SUB000100,CUST00100,2024-07-28,1752.3000000000002,Wallet,Success,Cashfree
PAY0000821,SUB000100,CUST00100,2024-10-26,1752.3000000000002,Credit Card,Success,PayU
PAY0000822,SUB000101,CUST00101,2024-01-17,807.3000000000001,UPI,Success,Razorpay
PAY0000823,SUB000101,CUST00101,2024-04-16,807.3000000000001,Credit Card,Success,PayU
PAY0000824,SUB000101,CUST00101,2024-07-15,807.3000000000001,UPI,Success,PayU
PAY0000825,SUB000101,CUST00101,2024-10-13,807.3000000000001,Wallet,Success,Razorpay
PAY0000826,SUB000102,CUST00102,2022-04-29,149.0,Debit Card,Failed,Cashfree
PAY0000827,SUB000102,CUST00102,2022-05-29,149.0,Debit Card,Success,Razorpay
PAY0000828,SUB000102,CUST00102,2022-06-28,149.0,Credit Card,Success,Cashfree
PAY0000829,SUB000102,CUST00102,2022-07-28,149.0,Debit Card,Success,Cashfree
PAY0000830,SUB000102,CUST00102,2022-08-27,149.0,Net Banking,Success,Paytm
PAY0000831,SUB000102,CUST00102,2022-09-26,149.0,Wallet,Success,PayU
PAY0000832,SUB000102,CUST00102,2022-10-26,149.0,Wallet,Success,Paytm
PAY0000833,SUB000102,CUST00102,2022-11-25,149.0,UPI,Success,Paytm
PAY0000834,SUB000103,CUST00103,2022-02-15,1752.3000000000002,Wallet,Success,Paytm
PAY0000835,SUB000103,CUST00103,2022-05-16,1752.3000000000002,UPI,Success,PayU
PAY0000836,SUB000103,CUST00103,2022-08-14,1752.3000000000002,UPI,Success,Razorpay
PAY0000837,SUB000103,CUST00103,2022-11-12,1752.3000000000002,Wallet,Success,Paytm
PAY0000838,SUB000103,CUST00103,2023-02-10,1752.3000000000002,Wallet,Success,Razorpay
PAY0000839,SUB000103,CUST00103,2023-05-11,1752.3000000000002,Credit Card,Success,Paytm
PAY0000840,SUB000104,CUST00104,2023-12-05,6490.0,Wallet,Success,Razorpay
PAY0000841,SUB000104,CUST00104,2024-12-04,6490.0,Wallet,Success,Razorpay
PAY0000842,SUB000105,CUST00105,2022-03-13,149.0,Net Banking,Success,Paytm
PAY0000843,SUB000105,CUST00105,2022-04-12,149.0,Debit Card,Success,Paytm
PAY0000844,SUB000105,CUST00105,2022-05-12,149.0,UPI,Success,PayU
PAY0000845,SUB000105,CUST00105,2022-06-11,149.0,Wallet,Success,Paytm
PAY0000846,SUB000105,CUST00105,2022-07-11,149.0,Net Banking,Success,Razorpay
PAY0000847,SUB000105,CUST00105,2022-08-10,149.0,UPI,Success,Cashfree
PAY0000848,SUB000105,CUST00105,2022-09-09,149.0,UPI,Success,PayU
PAY0000849,SUB000105,CUST00105,2022-10-09,149.0,Debit Card,Failed,Cashfree
PAY0000850,SUB000105,CUST00105,2022-11-08,149.0,Credit Card,Success,PayU
PAY0000851,SUB000105,CUST00105,2022-12-08,149.0,Wallet,Success,PayU
PAY0000852,SUB000105,CUST00105,2023-01-07,149.0,Credit Card,Success,PayU
PAY0000853,SUB000105,CUST00105,2023-02-06,149.0,Wallet,Success,PayU
PAY0000854,SUB000105,CUST00105,2023-03-08,149.0,Credit Card,Success,Cashfree
PAY0000855,SUB000105,CUST00105,2023-04-07,149.0,Debit Card,Success,Razorpay
PAY0000856,SUB000105,CUST00105,2023-05-07,149.0,Debit Card,Success,Cashfree
PAY0000857,SUB000105,CUST00105,2023-06-06,149.0,Debit Card,Success,Razorpay
PAY0000858,SUB000105,CUST00105,2023-07-06,149.0,Wallet,Success,Cashfree
PAY0000859,SUB000105,CUST00105,2023-08-05,149.0,Credit Card,Success,Paytm
PAY0000860,SUB000105,CUST00105,2023-09-04,149.0,Net Banking,Success,Paytm
PAY0000861,SUB000105,CUST00105,2023-10-04,149.0,Debit Card,Success,Paytm
PAY0000862,SUB000105,CUST00105,2023-11-03,149.0,Net Banking,Success,Razorpay
PAY0000863,SUB000105,CUST00105,2023-12-03,149.0,Wallet,Success,Razorpay
PAY0000864,SUB000105,CUST00105,2024-01-02,149.0,Net Banking,Success,PayU
PAY0000865,SUB000105,CUST00105,2024-02-01,149.0,Net Banking,Success,Cashfree
PAY0000866,SUB000105,CUST00105,2024-03-02,149.0,Net Banking,Success,Cashfree
PAY0000867,SUB000105,CUST00105,2024-04-01,149.0,Debit Card,Success,Cashfree
PAY0000868,SUB000105,CUST00105,2024-05-01,149.0,Credit Card,Success,Paytm
PAY0000869,SUB000105,CUST00105,2024-05-31,149.0,Net Banking,Success,PayU
PAY0000870,SUB000105,CUST00105,2024-06-30,149.0,Wallet,Success,Paytm
PAY0000871,SUB000105,CUST00105,2024-07-30,149.0,Net Banking,Success,Paytm
PAY0000872,SUB000105,CUST00105,2024-08-29,149.0,UPI,Success,Razorpay
PAY0000873,SUB000105,CUST00105,2024-09-28,149.0,Wallet,Success,Razorpay
PAY0000874,SUB000105,CUST00105,2024-10-28,149.0,Credit Card,Success,Razorpay
PAY0000875,SUB000105,CUST00105,2024-11-27,149.0,Wallet,Success,Paytm
PAY0000876,SUB000105,CUST00105,2024-12-27,149.0,Wallet,Success,Razorpay
PAY0000877,SUB000106,CUST00106,2023-11-11,2990.0,Debit Card,Success,Paytm
PAY0000878,SUB000106,CUST00106,2024-11-10,2990.0,Credit Card,Success,Cashfree
PAY0000879,SUB000107,CUST00107,2023-11-14,402.3,UPI,Success,Paytm
PAY0000880,SUB000107,CUST00107,2024-02-12,402.3,UPI,Success,Cashfree
PAY0000881,SUB000107,CUST00107,2024-05-12,402.3,Wallet,Success,Paytm
PAY0000882,SUB000107,CUST00107,2024-08-10,402.3,Wallet,Success,Cashfree
PAY0000883,SUB000107,CUST00107,2024-11-08,402.3,Net Banking,Success,PayU
PAY0000884,SUB000108,CUST00108,2023-07-22,1490.0,UPI,Success,Cashfree
PAY0000885,SUB000108,CUST00108,2024-07-21,1490.0,Wallet,Success,Paytm
PAY0000886,SUB000109,CUST00109,2023-11-25,1490.0,Debit Card,Success,Razorpay
PAY0000887,SUB000109,CUST00109,2024-11-24,1490.0,Credit Card,Success,PayU
PAY0000888,SUB000110,CUST00110,2023-02-20,299.0,Net Banking,Success,Cashfree
PAY0000889,SUB000110,CUST00110,2023-03-22,299.0,Wallet,Success,Razorpay
PAY0000890,SUB000111,CUST00111,2022-08-04,402.3,UPI,Success,PayU
PAY0000891,SUB000111,CUST00111,2022-11-02,402.3,Net Banking,Success,Razorpay
PAY0000892,SUB000111,CUST00111,2023-01-31,402.3,UPI,Success,Paytm
PAY0000893,SUB000111,CUST00111,2023-05-01,402.3,UPI,Success,Paytm
PAY0000894,SUB000111,CUST00111,2023-07-30,402.3,UPI,Success,PayU
PAY0000895,SUB000111,CUST00111,2023-10-28,402.3,Debit Card,Success,Cashfree
PAY0000896,SUB000111,CUST00111,2024-01-26,402.3,Credit Card,Success,Razorpay
PAY0000897,SUB000111,CUST00111,2024-04-25,402.3,Debit Card,Success,Razorpay
PAY0000898,SUB000111,CUST00111,2024-07-24,402.3,Wallet,Success,Paytm
PAY0000899,SUB000111,CUST00111,2024-10-22,402.3,Wallet,Success,Razorpay
PAY0000900,SUB000112,CUST00112,2023-04-22,1490.0,Wallet,Success,PayU
PAY0000901,SUB000112,CUST00112,2024-04-21,1490.0,Net Banking,Success,Razorpay
PAY0000902,SUB000113,CUST00113,2023-06-08,149.0,UPI,Success,Razorpay
PAY0000903,SUB000113,CUST00113,2023-07-08,149.0,Credit Card,Success,PayU
PAY0000904,SUB000113,CUST00113,2023-08-07,149.0,Net Banking,Success,Cashfree
PAY0000905,SUB000113,CUST00113,2023-09-06,149.0,UPI,Success,Paytm
PAY0000906,SUB000113,CUST00113,2023-10-06,149.0,Net Banking,Success,Cashfree
PAY0000907,SUB000114,CUST00114,2022-10-18,299.0,Debit Card,Success,Paytm
PAY0000908,SUB000114,CUST00114,2022-11-17,299.0,UPI,Success,Razorpay
PAY0000909,SUB000114,CUST00114,2022-12-17,299.0,Net Banking,Success,Razorpay
PAY0000910,SUB000115,CUST00115,2024-04-18,6490.0,UPI,Success,PayU
PAY0000911,SUB000116,CUST00116,2022-05-31,1490.0,Net Banking,Success,Razorpay
PAY0000912,SUB000116,CUST00116,2023-05-31,1490.0,Credit Card,Success,Razorpay
PAY0000913,SUB000116,CUST00116,2024-05-30,1490.0,Wallet,Success,Razorpay
PAY0000914,SUB000117,CUST00117,2023-09-18,149.0,Wallet,Failed,PayU
PAY0000915,SUB000117,CUST00117,2023-10-18,149.0,Net Banking,Success,Paytm
PAY0000916,SUB000117,CUST00117,2023-11-17,149.0,UPI,Success,Paytm
PAY0000917,SUB000117,CUST00117,2023-12-17,149.0,Net Banking,Success,Razorpay
PAY0000918,SUB000117,CUST00117,2024-01-16,149.0,Wallet,Success,Paytm
PAY0000919,SUB000117,CUST00117,2024-02-15,149.0,Credit Card,Success,Razorpay
PAY0000920,SUB000117,CUST00117,2024-03-16,149.0,UPI,Failed,Razorpay
PAY0000921,SUB000117,CUST00117,2024-04-15,149.0,UPI,Success,PayU
PAY0000922,SUB000117,CUST00117,2024-05-15,149.0,Debit Card,Success,Cashfree
PAY0000923,SUB000117,CUST00117,2024-06-14,149.0,UPI,Failed,Cashfree
PAY0000924,SUB000117,CUST00117,2024-07-14,149.0,Net Banking,Success,PayU
PAY0000925,SUB000117,CUST00117,2024-08-13,149.0,Credit Card,Success,PayU
PAY0000926,SUB000117,CUST00117,2024-09-12,149.0,Wallet,Success,Cashfree
PAY0000927,SUB000117,CUST00117,2024-10-12,149.0,Debit Card,Success,Paytm
PAY0000928,SUB000117,CUST00117,2024-11-11,149.0,Wallet,Success,Razorpay
PAY0000929,SUB000117,CUST00117,2024-12-11,149.0,UPI,Success,Paytm
PAY0000930,SUB000118,CUST00118,2022-07-19,6490.0,Net Banking,Success,Razorpay
PAY0000931,SUB000118,CUST00118,2023-07-19,6490.0,UPI,Success,Cashfree
PAY0000932,SUB000118,CUST00118,2024-07-18,6490.0,Credit Card,Success,Paytm
PAY0000933,SUB000119,CUST00119,2022-06-01,299.0,Net Banking,Success,PayU
PAY0000934,SUB000119,CUST00119,2022-07-01,299.0,Wallet,Success,PayU
PAY0000935,SUB000119,CUST00119,2022-07-31,299.0,Credit Card,Success,Razorpay
PAY0000936,SUB000119,CUST00119,2022-08-30,299.0,Debit Card,Success,Cashfree
PAY0000937,SUB000119,CUST00119,2022-09-29,299.0,Wallet,Success,Razorpay
PAY0000938,SUB000119,CUST00119,2022-10-29,299.0,Wallet,Success,PayU
PAY0000939,SUB000119,CUST00119,2022-11-28,299.0,Debit Card,Success,Cashfree
PAY0000940,SUB000119,CUST00119,2022-12-28,299.0,Debit Card,Failed,Cashfree
PAY0000941,SUB000119,CUST00119,2023-01-27,299.0,Net Banking,Success,Cashfree
PAY0000942,SUB000119,CUST00119,2023-02-26,299.0,Debit Card,Failed,Paytm
PAY0000943,SUB000119,CUST00119,2023-03-28,299.0,Credit Card,Success,Cashfree
PAY0000944,SUB000119,CUST00119,2023-04-27,299.0,UPI,Success,Razorpay
PAY0000945,SUB000119,CUST00119,2023-05-27,299.0,Net Banking,Success,Razorpay
PAY0000946,SUB000119,CUST00119,2023-06-26,299.0,Credit Card,Failed,Cashfree
PAY0000947,SUB000119,CUST00119,2023-07-26,299.0,UPI,Success,PayU
PAY0000948,SUB000119,CUST00119,2023-08-25,299.0,UPI,Success,Cashfree
PAY0000949,SUB000119,CUST00119,2023-09-24,299.0,Credit Card,Success,Paytm
PAY0000950,SUB000119,CUST00119,2023-10-24,299.0,Credit Card,Success,PayU
PAY0000951,SUB000119,CUST00119,2023-11-23,299.0,Wallet,Success,Razorpay
PAY0000952,SUB000119,CUST00119,2023-12-23,299.0,Debit Card,Success,Razorpay
PAY0000953,SUB000119,CUST00119,2024-01-22,299.0,Net Banking,Success,Cashfree
PAY0000954,SUB000119,CUST00119,2024-02-21,299.0,Debit Card,Success,Razorpay
PAY0000955,SUB000119,CUST00119,2024-03-22,299.0,UPI,Success,Paytm
PAY0000956,SUB000119,CUST00119,2024-04-21,299.0,Wallet,Success,PayU
PAY0000957,SUB000119,CUST00119,2024-05-21,299.0,Debit Card,Success,Razorpay
PAY0000958,SUB000119,CUST00119,2024-06-20,299.0,Wallet,Success,Razorpay
PAY0000959,SUB000119,CUST00119,2024-07-20,299.0,Net Banking,Success,Paytm
PAY0000960,SUB000119,CUST00119,2024-08-19,299.0,Wallet,Success,Razorpay
PAY0000961,SUB000119,CUST00119,2024-09-18,299.0,Debit Card,Success,Paytm
PAY0000962,SUB000119,CUST00119,2024-10-18,299.0,Wallet,Success,Cashfree
PAY0000963,SUB000119,CUST00119,2024-11-17,299.0,UPI,Success,Paytm
PAY0000964,SUB000119,CUST00119,2024-12-17,299.0,Debit Card,Success,Paytm
PAY0000965,SUB000120,CUST00120,2022-08-13,1752.3000000000002,Net Banking,Success,PayU
PAY0000966,SUB000120,CUST00120,2022-11-11,1752.3000000000002,Credit Card,Success,Cashfree
PAY0000967,SUB000120,CUST00120,2023-02-09,1752.3000000000002,Debit Card,Success,Razorpay
PAY0000968,SUB000120,CUST00120,2023-05-10,1752.3000000000002,Net Banking,Success,Razorpay
PAY0000969,SUB000120,CUST00120,2023-08-08,1752.3000000000002,Net Banking,Success,Paytm
PAY0000970,SUB000121,CUST00121,2023-07-25,299.0,Credit Card,Success,PayU
PAY0000971,SUB000121,CUST00121,2023-08-24,299.0,Debit Card,Success,Razorpay
PAY0000972,SUB000121,CUST00121,2023-09-23,299.0,Debit Card,Success,Cashfree
PAY0000973,SUB000121,CUST00121,2023-10-23,299.0,UPI,Success,PayU
PAY0000974,SUB000121,CUST00121,2023-11-22,299.0,Debit Card,Success,Cashfree
PAY0000975,SUB000121,CUST00121,2023-12-22,299.0,Net Banking,Success,Cashfree
PAY0000976,SUB000121,CUST00121,2024-01-21,299.0,UPI,Failed,Razorpay
PAY0000977,SUB000121,CUST00121,2024-02-20,299.0,Credit Card,Success,Razorpay
PAY0000978,SUB000121,CUST00121,2024-03-21,299.0,Credit Card,Success,Paytm
PAY0000979,SUB000121,CUST00121,2024-04-20,299.0,Net Banking,Success,Razorpay
PAY0000980,SUB000121,CUST00121,2024-05-20,299.0,Debit Card,Success,Cashfree
PAY0000981,SUB000121,CUST00121,2024-06-19,299.0,UPI,Success,PayU
PAY0000982,SUB000121,CUST00121,2024-07-19,299.0,UPI,Success,Razorpay
PAY0000983,SUB000121,CUST00121,2024-08-18,299.0,Debit Card,Success,PayU
PAY0000984,SUB000121,CUST00121,2024-09-17,299.0,Wallet,Success,Razorpay
PAY0000985,SUB000121,CUST00121,2024-10-17,299.0,UPI,Success,Cashfree
PAY0000986,SUB000121,CUST00121,2024-11-16,299.0,Credit Card,Success,Paytm
PAY0000987,SUB000121,CUST00121,2024-12-16,299.0,Credit Card,Success,Razorpay
PAY0000988,SUB000122,CUST00122,2024-03-31,2990.0,Net Banking,Failed,Paytm
PAY0000989,SUB000123,CUST00123,2022-11-21,299.0,Debit Card,Success,PayU
PAY0000990,SUB000123,CUST00123,2022-12-21,299.0,Debit Card,Success,Razorpay
PAY0000991,SUB000123,CUST00123,2023-01-20,299.0,Net Banking,Failed,Paytm
PAY0000992,SUB000124,CUST00124,2023-03-13,299.0,Debit Card,Success,PayU
PAY0000993,SUB000124,CUST00124,2023-04-12,299.0,Wallet,Success,Cashfree
PAY0000994,SUB000124,CUST00124,2023-05-12,299.0,Wallet,Failed,Cashfree
PAY0000995,SUB000124,CUST00124,2023-06-11,299.0,Net Banking,Success,Paytm
PAY0000996,SUB000124,CUST00124,2023-07-11,299.0,Wallet,Success,Cashfree
PAY0000997,SUB000124,CUST00124,2023-08-10,299.0,Debit Card,Success,Paytm
PAY0000998,SUB000124,CUST00124,2023-09-09,299.0,Net Banking,Success,Paytm
PAY0000999,SUB000124,CUST00124,2023-10-09,299.0,Debit Card,Success,Paytm
PAY0001000,SUB000124,CUST00124,2023-11-08,299.0,Debit Card,Failed,PayU
PAY0001001,SUB000124,CUST00124,2023-12-08,299.0,Credit Card,Success,Razorpay
PAY0001002,SUB000124,CUST00124,2024-01-07,299.0,UPI,Failed,Cashfree
PAY0001003,SUB000124,CUST00124,2024-02-06,299.0,Credit Card,Success,Cashfree
PAY0001004,SUB000124,CUST00124,2024-03-07,299.0,Net Banking,Success,Razorpay
PAY0001005,SUB000124,CUST00124,2024-04-06,299.0,Net Banking,Success,Cashfree
PAY0001006,SUB000124,CUST00124,2024-05-06,299.0,Debit Card,Success,Razorpay
PAY0001007,SUB000124,CUST00124,2024-06-05,299.0,Debit Card,Success,Razorpay
PAY0001008,SUB000124,CUST00124,2024-07-05,299.0,UPI,Failed,PayU
PAY0001009,SUB000124,CUST00124,2024-08-04,299.0,Net Banking,Success,PayU
PAY0001010,SUB000124,CUST00124,2024-09-03,299.0,UPI,Success,PayU
PAY0001011,SUB000124,CUST00124,2024-10-03,299.0,Wallet,Success,Razorpay
PAY0001012,SUB000124,CUST00124,2024-11-02,299.0,Net Banking,Failed,Cashfree
PAY0001013,SUB000124,CUST00124,2024-12-02,299.0,Credit Card,Success,Razorpay
PAY0001014,SUB000125,CUST00125,2023-04-06,2990.0,Debit Card,Success,PayU
PAY0001015,SUB000125,CUST00125,2024-04-05,2990.0,Wallet,Success,Razorpay
PAY0001016,SUB000126,CUST00126,2024-02-24,807.3000000000001,Net Banking,Failed,PayU
PAY0001017,SUB000126,CUST00126,2024-05-24,807.3000000000001,Credit Card,Success,PayU
PAY0001018,SUB000126,CUST00126,2024-08-22,807.3000000000001,Credit Card,Success,Cashfree
PAY0001019,SUB000126,CUST00126,2024-11-20,807.3000000000001,Credit Card,Success,Razorpay
PAY0001020,SUB000127,CUST00127,2022-10-09,149.0,Net Banking,Success,Razorpay
PAY0001021,SUB000127,CUST00127,2022-11-08,149.0,Net Banking,Success,Razorpay
PAY0001022,SUB000127,CUST00127,2022-12-08,149.0,Net Banking,Success,PayU
PAY0001023,SUB000127,CUST00127,2023-01-07,149.0,Credit Card,Success,Paytm
PAY0001024,SUB000127,CUST00127,2023-02-06,149.0,UPI,Success,Cashfree
PAY0001025,SUB000127,CUST00127,2023-03-08,149.0,Net Banking,Success,Razorpay
PAY0001026,SUB000127,CUST00127,2023-04-07,149.0,Wallet,Success,Razorpay
PAY0001027,SUB000127,CUST00127,2023-05-07,149.0,Credit Card,Success,Cashfree
PAY0001028,SUB000127,CUST00127,2023-06-06,149.0,Debit Card,Success,Cashfree
