subscription_id,customer_id,plan_name,billing_cycle,price_inr,start_date,end_date,status,auto_renew,cancellation_reason
SUB000320,CUST00320,Basic,Quarterly,402.3,06-10-2022,29-12-2023,Cancelled,0,Poor Streaming Quality
SUB000321,CUST00321,Basic,Monthly,149,29-03-2023,28-04-2023,Cancelled,1,Found Free Alternative
SUB000322,CUST00322,Basic,Quarterly,402.3,27-04-2022,07-04-2024,Cancelled,1,Poor Streaming Quality
SUB000323,CUST00323,Basic,Quarterly,402.3,26-11-2023,,Active,1,
SUB000324,CUST00324,Basic,Monthly,149,16-02-2022,,Active,1,
SUB000325,CUST00325,Standard,Quarterly,807.3,08-01-2022,,Active,1,
SUB000326,CUST00326,Standard,Monthly,299,22-02-2024,,Active,1,
SUB000327,CUST00327,Basic,Annual,1490,08-01-2022,,Active,0,
SUB000328,CUST00328,Family,Annual,4990,25-01-2023,,Active,0,
SUB000329,CUST00329,Standard,Monthly,299,03-05-2024,19-10-2024,Cancelled,0,Found Free Alternative
SUB000330,CUST00330,Standard,Quarterly,807.3,01-06-2024,,Active,0,
SUB000331,CUST00331,Premium,Monthly,649,21-03-2022,05-08-2022,Cancelled,0,Temporary Pause
SUB000332,CUST00332,Premium,Annual,6490,19-02-2023,,Active,1,
SUB000333,CUST00333,Standard,Monthly,299,19-02-2023,,Active,1,
SUB000334,CUST00334,Standard,Annual,2990,17-04-2023,,Active,0,
SUB000335,CUST00335,Basic,Monthly,149,07-09-2022,28-02-2023,Cancelled,1,Technical Issues
SUB000336,CUST00336,Premium,Quarterly,1752.3,22-03-2022,,Active,1,
SUB000337,CUST00337,Standard,Annual,2990,15-08-2022,,Paused,1,
SUB000338,CUST00338,Standard,Monthly,299,11-10-2023,20-12-2023,Cancelled,0,Technical Issues
SUB000339,CUST00339,Standard,Monthly,299,05-03-2024,,Paused,0,
SUB000340,CUST00340,Premium,Annual,6490,30-08-2022,31-12-2024,Cancelled,1,Temporary Pause
SUB000341,CUST00341,Standard,Monthly,299,27-06-2022,10-12-2022,Cancelled,1,Temporary Pause
SUB000342,CUST00342,Basic,Monthly,149,01-07-2022,,Active,1,
SUB000343,CUST00343,Basic,Monthly,149,18-02-2024,,Active,1,
SUB000344,CUST00344,Standard,Monthly,299,21-10-2023,,Active,1,
SUB000345,CUST00345,Basic,Annual,1490,04-06-2022,,Active,0,
SUB000346,CUST00346,Basic,Annual,1490,09-10-2023,31-12-2024,Cancelled,0,Too Expensive
SUB000347,CUST00347,Premium,Monthly,649,27-12-2022,,Active,1,
SUB000348,CUST00348,Basic,Monthly,149,08-04-2023,,Active,0,
SUB000349,CUST00349,Premium,Quarterly,1752.3,20-03-2022,,Active,0,
SUB000350,CUST00350,Standard,Annual,2990,04-06-2023,31-12-2024,Cancelled,1,Found Free Alternative
SUB000351,CUST00351,Basic,Annual,1490,21-03-2024,,Paused,1,
SUB000352,CUST00352,Standard,Annual,2990,26-11-2022,,Active,1,
SUB000353,CUST00353,Family,Monthly,499,05-03-2022,,Paused,1,
SUB000354,CUST00354,Premium,Monthly,649,01-06-2023,03-11-2023,Cancelled,0,Switching to Competitor
SUB000355,CUST00355,Standard,Monthly,299,26-12-2023,10-03-2024,Cancelled,1,Technical Issues
SUB000356,CUST00356,Basic,Monthly,149,17-09-2023,,Paused,0,
SUB000357,CUST00357,Family,Monthly,499,01-02-2023,,Active,0,
SUB000358,CUST00358,Premium,Monthly,649,23-02-2022,,Paused,1,
SUB000359,CUST00359,Basic,Monthly,149,07-04-2022,,Active,1,
SUB000360,CUST00360,Basic,Monthly,149,12-01-2024,20-07-2024,Cancelled,0,Too Expensive
SUB000361,CUST00361,Premium,Monthly,649,25-03-2022,,Active,0,
SUB000362,CUST00362,Premium,Quarterly,1752.3,03-11-2023,,Active,1,
SUB000363,CUST00363,Basic,Annual,1490,27-12-2023,,Active,1,
SUB000364,CUST00364,Standard,Monthly,299,21-10-2023,07-04-2024,Cancelled,0,Temporary Pause
SUB000365,CUST00365,Standard,Monthly,299,06-04-2022,17-05-2022,Cancelled,1,Temporary Pause
SUB000366,CUST00366,Basic,Quarterly,402.3,19-01-2022,04-12-2022,Cancelled,1,Technical Issues
SUB000367,CUST00367,Standard,Monthly,299,16-12-2022,,Active,1,
SUB000368,CUST00368,Family,Annual,4990,08-06-2022,,Active,1,
SUB000369,CUST00369,Basic,Monthly,149,29-02-2024,10-06-2024,Cancelled,1,Content Not Relevant
SUB000370,CUST00370,Standard,Monthly,299,16-06-2024,,Active,1,
SUB000371,CUST00371,Standard,Monthly,299,07-06-2022,,Active,0,
SUB000372,CUST00372,Basic,Quarterly,402.3,08-04-2024,31-12-2024,Cancelled,0,Temporary Pause
SUB000373,CUST00373,Standard,Monthly,299,09-01-2023,15-06-2023,Cancelled,0,Found Free Alternative
SUB000374,CUST00374,Family,Annual,4990,10-02-2024,,Active,1,
SUB000375,CUST00375,Premium,Monthly,649,13-11-2022,22-03-2023,Cancelled,1,
SUB000376,CUST00376,Premium,Monthly,649,28-03-2023,,Active,1,
SUB000377,CUST00377,Basic,Monthly,149,25-06-2023,31-10-2023,Cancelled,1,Found Free Alternative
SUB000378,CUST00378,Standard,Quarterly,807.3,22-05-2022,,Paused,0,
SUB000379,CUST00379,Premium,Quarterly,1752.3,14-06-2024,31-12-2024,Cancelled,1,Poor Streaming Quality
SUB000380,CUST00380,Standard,Annual,2990,21-05-2024,,Active,1,
SUB000381,CUST00381,Basic,Annual,1490,07-10-2022,,Active,0,
SUB000382,CUST00382,Basic,Quarterly,402.3,04-04-2022,20-07-2022,Cancelled,1,
SUB000383,CUST00383,Family,Monthly,499,01-03-2023,28-06-2023,Cancelled,1,Switching to Competitor
SUB000384,CUST00384,Basic,Monthly,149,30-08-2022,,Paused,1,
SUB000385,CUST00385,Basic,Monthly,149,29-01-2022,04-04-2022,Cancelled,1,Switching to Competitor
SUB000386,CUST00386,Standard,Monthly,299,21-03-2024,,Paused,1,
SUB000387,CUST00387,Basic,Monthly,149,29-04-2024,,Active,1,
SUB000388,CUST00388,Premium,Monthly,649,05-04-2023,06-08-2023,Cancelled,1,Content Not Relevant
SUB000389,CUST00389,Basic,Monthly,149,20-09-2022,,Paused,1,
SUB000390,CUST00390,Premium,Quarterly,1752.3,25-06-2023,,Active,1,
SUB000391,CUST00391,Standard,Quarterly,807.3,05-11-2022,,Active,1,
SUB000392,CUST00392,Basic,Monthly,149,17-10-2023,,Active,0,
SUB000393,CUST00393,Premium,Annual,6490,06-05-2024,31-12-2024,Cancelled,1,
SUB000394,CUST00394,Standard,Quarterly,807.3,10-10-2023,,Active,0,
SUB000395,CUST00395,Basic,Monthly,149,26-10-2022,18-12-2022,Cancelled,0,Poor Streaming Quality
SUB000396,CUST00396,Family,Monthly,499,04-09-2022,,Paused,0,
SUB000397,CUST00397,Basic,Quarterly,402.3,21-06-2023,31-12-2024,Cancelled,0,Content Not Relevant
SUB000398,CUST00398,Premium,Quarterly,1752.3,04-06-2023,,Paused,1,
SUB000399,CUST00399,Basic,Quarterly,402.3,13-06-2024,,Active,1,
SUB000400,CUST00400,Basic,Monthly,149,18-01-2023,,Active,1,
SUB000401,CUST00401,Basic,Monthly,149,20-12-2022,,Active,1,
SUB000402,CUST00402,Standard,Quarterly,807.3,17-05-2022,09-03-2023,Cancelled,0,Too Expensive
SUB000403,CUST00403,Basic,Monthly,149,13-04-2024,,Active,0,
SUB000404,CUST00404,Family,Quarterly,1347.3,14-12-2023,31-12-2024,Cancelled,1,Temporary Pause
SUB000405,CUST00405,Basic,Quarterly,402.3,04-01-2024,,Paused,0,
SUB000406,CUST00406,Basic,Quarterly,402.3,14-02-2022,,Active,0,
SUB000407,CUST00407,Standard,Quarterly,807.3,12-06-2023,,Active,0,
SUB000408,CUST00408,Premium,Monthly,649,07-02-2022,28-09-2022,Cancelled,1,
SUB000409,CUST00409,Standard,Monthly,299,01-06-2024,08-08-2024,Cancelled,0,
SUB000410,CUST00410,Basic,Annual,1490,29-03-2024,31-12-2024,Cancelled,1,Switching to Competitor
SUB000411,CUST00411,Premium,Monthly,649,31-01-2023,,Active,1,
SUB000412,CUST00412,Premium,Quarterly,1752.3,12-01-2023,26-06-2024,Cancelled,1,Poor Streaming Quality
SUB000413,CUST00413,Basic,Annual,1490,22-03-2022,,Active,0,
SUB000414,CUST00414,Standard,Quarterly,807.3,28-10-2022,10-02-2023,Cancelled,1,Temporary Pause
SUB000415,CUST00415,Standard,Monthly,299,08-11-2023,,Paused,1,
SUB000416,CUST00416,Basic,Quarterly,402.3,05-01-2024,31-12-2024,Cancelled,0,Found Free Alternative
SUB000417,CUST00417,Standard,Monthly,299,26-12-2022,10-08-2023,Cancelled,1,Temporary Pause
SUB000418,CUST00418,Family,Quarterly,1347.3,22-09-2023,,Paused,0,
SUB000419,CUST00419,Family,Monthly,499,18-03-2022,,Paused,1,
SUB000420,CUST00420,Standard,Quarterly,807.3,31-03-2024,,Active,1,
SUB000421,CUST00421,Standard,Annual,2990,26-11-2023,,Active,1,
SUB000422,CUST00422,Standard,Annual,2990,30-08-2022,,Active,0,
SUB000423,CUST00423,Family,Monthly,499,04-08-2023,,Active,0,
SUB000424,CUST00424,Premium,Monthly,649,15-01-2023,12-03-2023,Cancelled,1,Poor Streaming Quality
SUB000425,CUST00425,Basic,Quarterly,402.3,21-05-2022,,Active,1,
SUB000426,CUST00426,Premium,Annual,6490,28-10-2023,31-12-2024,Cancelled,1,
SUB000427,CUST00427,Basic,Monthly,149,24-01-2024,,Paused,1,
SUB000428,CUST00428,Basic,Quarterly,402.3,30-07-2023,12-10-2024,Cancelled,0,
SUB000429,CUST00429,Basic,Annual,1490,08-08-2022,,Active,1,
SUB000430,CUST00430,Basic,Monthly,149,24-07-2022,,Active,0,
SUB000431,CUST00431,Basic,Annual,1490,26-06-2022,31-12-2024,Cancelled,1,Too Expensive
SUB000432,CUST00432,Family,Quarterly,1347.3,15-11-2023,,Paused,1,
SUB000433,CUST00433,Basic,Monthly,149,25-10-2022,,Paused,1,
SUB000434,CUST00434,Basic,Monthly,149,23-03-2024,09-05-2024,Cancelled,1,Poor Streaming Quality
SUB000435,CUST00435,Basic,Annual,1490,25-07-2022,,Paused,0,
SUB000436,CUST00436,Basic,Quarterly,402.3,05-01-2023,30-05-2023,Cancelled,1,Poor Streaming Quality
SUB000437,CUST00437,Standard,Quarterly,807.3,02-04-2024,31-12-2024,Cancelled,1,
SUB000438,CUST00438,Standard,Annual,2990,09-03-2022,,Paused,1,
SUB000439,CUST00439,Family,Annual,4990,23-06-2023,,Active,0,
SUB000440,CUST00440,Premium,Annual,6490,09-05-2022,31-12-2024,Cancelled,0,Switching to Competitor
SUB000441,CUST00441,Standard,Annual,2990,28-11-2023,,Active,1,
SUB000442,CUST00442,Basic,Quarterly,402.3,18-10-2023,,Paused,1,
SUB000443,CUST00443,Basic,Annual,1490,30-05-2023,,Active,1,
SUB000444,CUST00444,Family,Monthly,499,08-11-2022,,Active,1,
SUB000445,CUST00445,Basic,Monthly,149,21-12-2022,,Active,0,
SUB000446,CUST00446,Standard,Quarterly,807.3,21-07-2022,02-05-2023,Cancelled,0,Too Expensive
SUB000447,CUST00447,Standard,Quarterly,807.3,03-10-2023,10-11-2024,Cancelled,0,Content Not Relevant
SUB000448,CUST00448,Standard,Annual,2990,30-05-2023,,Paused,1,
SUB000449,CUST00449,Standard,Annual,2990,07-06-2022,,Active,1,
SUB000450,CUST00450,Family,Quarterly,1347.3,12-12-2022,,Active,0,
SUB000451,CUST00451,Standard,Annual,2990,16-02-2022,,Active,0,
SUB000452,CUST00452,Standard,Quarterly,807.3,25-02-2024,,Active,1,
SUB000453,CUST00453,Premium,Monthly,649,25-05-2023,28-06-2023,Cancelled,0,Poor Streaming Quality
SUB000454,CUST00454,Basic,Annual,1490,10-05-2023,,Active,0,
SUB000455,CUST00455,Standard,Annual,2990,16-03-2022,,Active,1,
SUB000456,CUST00456,Basic,Quarterly,402.3,11-05-2023,,Active,1,
SUB000457,CUST00457,Premium,Monthly,649,28-05-2022,,Paused,1,
SUB000458,CUST00458,Family,Annual,4990,13-02-2023,,Paused,1,
SUB000459,CUST00459,Family,Monthly,499,19-04-2022,,Active,0,
SUB000460,CUST00460,Basic,Quarterly,402.3,01-10-2022,,Active,1,
SUB000461,CUST00461,Basic,Monthly,149,21-02-2022,26-06-2022,Cancelled,0,Found Free Alternative
SUB000462,CUST00462,Standard,Annual,2990,12-09-2022,,Active,0,
SUB000463,CUST00463,Family,Monthly,499,14-07-2022,,Paused,1,
SUB000464,CUST00464,Premium,Annual,6490,26-05-2023,,Paused,0,
SUB000465,CUST00465,Basic,Quarterly,402.3,07-02-2023,,Paused,1,
SUB000466,CUST00466,Basic,Monthly,149,21-08-2023,,Paused,0,
SUB000467,CUST00467,Family,Annual,4990,22-05-2023,31-12-2024,Cancelled,1,Content Not Relevant
SUB000468,CUST00468,Basic,Quarterly,402.3,09-01-2022,07-12-2023,Cancelled,1,Too Expensive
SUB000469,CUST00469,Standard,Annual,2990,15-01-2024,,Active,0,
SUB000470,CUST00470,Standard,Annual,2990,15-02-2023,,Paused,0,
SUB000471,CUST00471,Standard,Quarterly,807.3,07-01-2023,20-11-2023,Cancelled,1,Technical Issues
SUB000472,CUST00472,Standard,Monthly,299,01-06-2023,,Paused,1,
SUB000473,CUST00473,Standard,Quarterly,807.3,28-11-2023,22-07-2024,Cancelled,0,Too Expensive
SUB000474,CUST00474,Standard,Annual,2990,08-02-2023,,Active,1,
SUB000475,CUST00475,Family,Monthly,499,13-02-2024,25-05-2024,Cancelled,1,Switching to Competitor
SUB000476,CUST00476,Basic,Quarterly,402.3,16-02-2023,,Active,1,
SUB000477,CUST00477,Basic,Monthly,149,21-05-2022,,Paused,0,
SUB000478,CUST00478,Basic,Annual,1490,02-06-2022,,Active,0,
SUB000479,CUST00479,Family,Monthly,499,20-09-2023,22-10-2023,Cancelled,1,Too Expensive
SUB000480,CUST00480,Basic,Quarterly,402.3,28-01-2024,,Paused,0,
SUB000481,CUST00481,Standard,Monthly,299,28-04-2024,03-12-2024,Cancelled,1,Content Not Relevant
SUB000482,CUST00482,Basic,Monthly,149,03-11-2022,,Active,1,
SUB000483,CUST00483,Premium,Monthly,649,21-11-2023,,Active,1,
SUB000484,CUST00484,Basic,Monthly,149,26-03-2024,,Active,1,
SUB000485,CUST00485,Basic,Monthly,149,29-09-2022,,Active,0,
SUB000486,CUST00486,Standard,Quarterly,807.3,09-01-2024,,Paused,1,
SUB000487,CUST00487,Standard,Quarterly,807.3,21-06-2023,,Active,1,
SUB000488,CUST00488,Basic,Annual,1490,21-04-2024,31-12-2024,Cancelled,1,Temporary Pause
SUB000489,CUST00489,Basic,Monthly,149,15-07-2022,,Paused,1,
SUB000490,CUST00490,Premium,Quarterly,1752.3,05-06-2022,,Active,1,
SUB000491,CUST00491,Standard,Annual,2990,04-03-2024,,Active,0,
SUB000492,CUST00492,Standard,Annual,2990,24-12-2023,,Paused,1,
SUB000493,CUST00493,Premium,Annual,6490,29-11-2022,31-12-2024,Cancelled,1,Found Free Alternative
SUB000494,CUST00494,Standard,Monthly,299,18-11-2022,10-03-2023,Cancelled,1,Switching to Competitor
SUB000495,CUST00495,Standard,Monthly,299,14-07-2023,16-11-2023,Cancelled,1,Switching to Competitor
SUB000496,CUST00496,Premium,Monthly,649,16-07-2022,07-02-2023,Cancelled,1,Found Free Alternative
SUB000497,CUST00497,Basic,Annual,1490,19-08-2022,,Active,0,
SUB000498,CUST00498,Basic,Quarterly,402.3,08-12-2023,,Active,1,
SUB000499,CUST00499,Standard,Annual,2990,28-07-2023,,Active,0,
SUB000500,CUST00500,Premium,Quarterly,1752.3,24-11-2023,,Paused,1,
SUB000501,CUST00501,Premium,Monthly,649,02-03-2024,23-10-2024,Cancelled,1,
SUB000502,CUST00502,Basic,Quarterly,402.3,02-01-2024,,Active,1,
SUB000503,CUST00503,Basic,Quarterly,402.3,05-02-2024,,Active,0,
SUB000504,CUST00504,Basic,Monthly,149,05-10-2022,,Active,1,
SUB000505,CUST00505,Basic,Quarterly,402.3,23-09-2023,31-12-2024,Cancelled,0,Too Expensive
SUB000506,CUST00506,Standard,Monthly,299,17-11-2023,10-01-2024,Cancelled,1,Temporary Pause
SUB000507,CUST00507,Basic,Quarterly,402.3,23-02-2022,,Active,1,
SUB000508,CUST00508,Standard,Quarterly,807.3,13-04-2022,20-10-2023,Cancelled,1,Content Not Relevant
SUB000509,CUST00509,Premium,Annual,6490,21-02-2023,31-12-2024,Cancelled,1,Too Expensive
SUB000510,CUST00510,Basic,Quarterly,402.3,14-02-2024,,Paused,1,
SUB000511,CUST00511,Basic,Monthly,149,27-02-2024,,Active,0,
SUB000512,CUST00512,Family,Annual,4990,27-01-2024,,Active,1,
SUB000513,CUST00513,Basic,Quarterly,402.3,07-02-2022,10-04-2023,Cancelled,0,Poor Streaming Quality
SUB000514,CUST00514,Basic,Monthly,149,16-06-2024,,Paused,1,
SUB000515,CUST00515,Basic,Monthly,149,10-09-2023,,Paused,0,
SUB000516,CUST00516,Standard,Monthly,299,19-10-2023,,Active,0,
SUB000517,CUST00517,Standard,Quarterly,807.3,21-05-2024,,Active,0,
SUB000518,CUST00518,Standard,Monthly,299,08-04-2024,22-07-2024,Cancelled,0,Content Not Relevant
SUB000519,CUST00519,Standard,Monthly,299,26-10-2023,,Active,0,
SUB000520,CUST00520,Basic,Quarterly,402.3,20-03-2024,01-07-2024,Cancelled,0,Technical Issues
SUB000521,CUST00521,Standard,Quarterly,807.3,29-06-2022,12-01-2023,Cancelled,1,Technical Issues
SUB000522,CUST00522,Premium,Annual,6490,02-12-2022,,Active,1,
SUB000523,CUST00523,Premium,Annual,6490,09-07-2022,31-12-2024,Cancelled,1,Switching to Competitor
SUB000524,CUST00524,Basic,Quarterly,402.3,07-01-2022,,Paused,0,
SUB000525,CUST00525,Standard,Quarterly,807.3,11-02-2024,31-12-2024,Cancelled,1,Switching to Competitor
SUB000526,CUST00526,Standard,Annual,2990,11-01-2024,,Active,1,
SUB000527,CUST00527,Premium,Annual,6490,11-12-2023,31-12-2024,Cancelled,1,Switching to Competitor
SUB000528,CUST00528,Basic,Quarterly,402.3,22-04-2023,,Paused,1,
SUB000529,CUST00529,Basic,Annual,1490,28-06-2024,31-12-2024,Cancelled,1,Switching to Competitor
SUB000530,CUST00530,Standard,Quarterly,807.3,12-01-2023,,Active,1,
SUB000531,CUST00531,Basic,Monthly,149,05-05-2023,09-09-2023,Cancelled,0,Poor Streaming Quality
SUB000532,CUST00532,Basic,Monthly,149,18-01-2023,,Active,0,
SUB000533,CUST00533,Standard,Annual,2990,01-04-2024,,Active,0,
SUB000534,CUST00534,Basic,Monthly,149,13-06-2024,26-07-2024,Cancelled,1,Temporary Pause
SUB000535,CUST00535,Basic,Annual,1490,22-12-2023,31-12-2024,Cancelled,0,Poor Streaming Quality
SUB000536,CUST00536,Standard,Monthly,299,05-03-2022,31-10-2022,Cancelled,0,Temporary Pause
SUB000537,CUST00537,Standard,Monthly,299,04-07-2023,,Active,0,
SUB000538,CUST00538,Basic,Annual,1490,29-03-2023,09-04-2024,Cancelled,1,Switching to Competitor
SUB000539,CUST00539,Standard,Annual,2990,16-05-2023,,Active,0,
SUB000540,CUST00540,Basic,Quarterly,402.3,10-04-2023,,Active,1,
SUB000541,CUST00541,Standard,Quarterly,807.3,01-08-2023,12-11-2023,Cancelled,0,
SUB000542,CUST00542,Standard,Monthly,299,11-01-2024,17-04-2024,Cancelled,1,Switching to Competitor
SUB000543,CUST00543,Standard,Monthly,299,03-02-2024,,Paused,0,
SUB000544,CUST00544,Basic,Monthly,149,10-03-2023,,Active,1,
SUB000545,CUST00545,Standard,Quarterly,807.3,12-03-2022,,Active,1,
SUB000546,CUST00546,Premium,Monthly,649,04-07-2022,07-02-2023,Cancelled,1,
SUB000547,CUST00547,Standard,Quarterly,807.3,05-04-2023,,Active,0,
SUB000548,CUST00548,Standard,Quarterly,807.3,17-05-2022,,Active,1,
SUB000549,CUST00549,Premium,Annual,6490,05-07-2023,,Paused,1,
SUB000550,CUST00550,Basic,Annual,1490,04-05-2024,,Active,1,
SUB000551,CUST00551,Family,Monthly,499,21-11-2023,,Active,1,
SUB000552,CUST00552,Standard,Monthly,299,23-04-2024,,Paused,1,
SUB000553,CUST00553,Basic,Monthly,149,08-06-2022,12-10-2022,Cancelled,0,Content Not Relevant
SUB000554,CUST00554,Family,Annual,4990,02-02-2022,,Paused,0,
SUB000555,CUST00555,Basic,Annual,1490,04-09-2022,31-12-2024,Cancelled,1,Poor Streaming Quality
SUB000556,CUST00556,Family,Quarterly,1347.3,04-02-2022,16-06-2022,Cancelled,0,Found Free Alternative
SUB000557,CUST00557,Premium,Monthly,649,08-09-2022,,Paused,0,
SUB000558,CUST00558,Family,Quarterly,1347.3,07-07-2023,13-10-2023,Cancelled,1,Switching to Competitor
SUB000559,CUST00559,Standard,Monthly,299,24-10-2022,,Active,0,
SUB000560,CUST00560,Standard,Monthly,299,05-09-2023,17-12-2023,Cancelled,1,Temporary Pause
SUB000561,CUST00561,Basic,Monthly,149,08-11-2023,07-05-2024,Cancelled,1,Too Expensive
SUB000562,CUST00562,Standard,Monthly,299,09-10-2022,,Active,1,
SUB000563,CUST00563,Basic,Quarterly,402.3,04-10-2023,,Active,1,
SUB000564,CUST00564,Premium,Monthly,649,19-12-2022,,Active,1,
SUB000565,CUST00565,Standard,Monthly,299,15-12-2023,22-01-2024,Cancelled,1,Found Free Alternative
SUB000566,CUST00566,Basic,Annual,1490,21-01-2023,,Paused,1,
SUB000567,CUST00567,Family,Monthly,499,19-05-2024,,Active,0,
SUB000568,CUST00568,Standard,Annual,2990,05-04-2024,,Active,0,
SUB000569,CUST00569,Basic,Monthly,149,03-03-2023,17-07-2023,Cancelled,0,Technical Issues
SUB000570,CUST00570,Standard,Monthly,299,06-09-2022,15-03-2023,Cancelled,1,Switching to Competitor
SUB000571,CUST00571,Standard,Quarterly,807.3,06-04-2023,25-12-2024,Cancelled,1,Found Free Alternative
SUB000572,CUST00572,Standard,Annual,2990,22-02-2022,,Paused,1,
SUB000573,CUST00573,Standard,Quarterly,807.3,10-09-2023,,Paused,1,
SUB000574,CUST00574,Family,Monthly,499,12-01-2024,,Paused,1,
SUB000575,CUST00575,Premium,Annual,6490,02-08-2022,,Active,0,
SUB000576,CUST00576,Standard,Monthly,299,14-07-2022,,Active,1,
SUB000577,CUST00577,Premium,Quarterly,1752.3,22-12-2023,27-03-2024,Cancelled,1,
SUB000578,CUST00578,Premium,Monthly,649,26-11-2022,10-06-2023,Cancelled,1,Found Free Alternative
SUB000579,CUST00579,Standard,Quarterly,807.3,27-10-2023,,Active,1,
SUB000580,CUST00580,Basic,Annual,1490,10-06-2023,,Active,0,
SUB000581,CUST00581,Basic,Monthly,149,19-02-2024,,Paused,1,
SUB000582,CUST00582,Basic,Annual,1490,28-02-2023,,Active,1,
SUB000583,CUST00583,Standard,Annual,2990,17-01-2022,,Active,1,
SUB000584,CUST00584,Standard,Monthly,299,08-01-2024,07-02-2024,Cancelled,1,Content Not Relevant
SUB000585,CUST00585,Standard,Monthly,299,04-12-2022,04-05-2023,Cancelled,1,
SUB000586,CUST00586,Standard,Monthly,299,27-05-2023,27-10-2023,Cancelled,1,Technical Issues
SUB000587,CUST00587,Premium,Annual,6490,11-01-2024,31-12-2024,Cancelled,0,
SUB000588,CUST00588,Premium,Annual,6490,21-01-2024,31-12-2024,Cancelled,0,Too Expensive
SUB000589,CUST00589,Basic,Annual,1490,16-05-2023,,Active,0,
SUB000590,CUST00590,Premium,Annual,6490,21-06-2023,31-12-2024,Cancelled,1,Temporary Pause
SUB000591,CUST00591,Standard,Annual,2990,22-02-2024,,Active,1,
SUB000592,CUST00592,Standard,Monthly,299,11-03-2022,,Paused,1,
SUB000593,CUST00593,Basic,Quarterly,402.3,12-04-2023,12-08-2024,Cancelled,1,Temporary Pause
SUB000594,CUST00594,Basic,Annual,1490,10-05-2023,,Paused,1,
SUB000595,CUST00595,Family,Quarterly,1347.3,29-06-2023,,Paused,0,
SUB000596,CUST00596,Standard,Monthly,299,27-06-2023,,Active,0,
SUB000597,CUST00597,Premium,Annual,6490,30-05-2023,31-12-2024,Cancelled,1,Content Not Relevant
SUB000598,CUST00598,Basic,Monthly,149,21-06-2023,,Active,1,
SUB000599,CUST00599,Premium,Monthly,649,24-06-2023,04-02-2024,Cancelled,0,Temporary Pause
SUB000600,CUST00600,Family,Monthly,499,22-03-2022,,Paused,1,
SUB000601,CUST00601,Family,Annual,4990,07-09-2022,,Active,1,
SUB000602,CUST00602,Standard,Annual,2990,01-11-2023,,Active,0,
SUB000603,CUST00603,Standard,Quarterly,807.3,24-01-2023,24-05-2023,Cancelled,0,Switching to Competitor
SUB000604,CUST00604,Basic,Annual,1490,15-10-2023,31-12-2024,Cancelled,1,Technical Issues
SUB000605,CUST00605,Family,Annual,4990,15-05-2024,,Active,1,
SUB000606,CUST00606,Premium,Quarterly,1752.3,25-06-2023,,Paused,1,
SUB000607,CUST00607,Basic,Quarterly,402.3,02-05-2023,13-10-2023,Cancelled,1,Found Free Alternative
SUB000608,CUST00608,Standard,Monthly,299,11-07-2023,,Active,1,
SUB000609,CUST00609,Standard,Quarterly,807.3,17-01-2022,25-11-2023,Cancelled,0,Technical Issues
SUB000610,CUST00610,Basic,Quarterly,402.3,20-03-2022,,Active,1,
SUB000611,CUST00611,Basic,Monthly,149,04-08-2023,,Active,1,
SUB000612,CUST00612,Standard,Annual,2990,13-02-2024,,Active,1,
SUB000613,CUST00613,Basic,Monthly,149,24-02-2022,,Active,1,
SUB000614,CUST00614,Standard,Monthly,299,15-12-2022,07-07-2023,Cancelled,0,
SUB000615,CUST00615,Basic,Monthly,149,03-03-2024,,Paused,0,
SUB000616,CUST00616,Standard,Annual,2990,13-03-2024,,Active,1,
SUB000617,CUST00617,Standard,Annual,2990,21-07-2023,,Active,0,
SUB000618,CUST00618,Basic,Annual,1490,08-11-2023,31-12-2024,Cancelled,1,Technical Issues
SUB000619,CUST00619,Basic,Annual,1490,28-03-2024,31-12-2024,Cancelled,1,Temporary Pause
SUB000620,CUST00620,Standard,Quarterly,807.3,07-06-2022,13-02-2023,Cancelled,1,Content Not Relevant
SUB000621,CUST00621,Standard,Monthly,299,21-11-2022,,Active,1,
SUB000622,CUST00622,Standard,Annual,2990,12-11-2022,,Active,0,
SUB000623,CUST00623,Standard,Quarterly,807.3,16-05-2022,,Active,1,
SUB000624,CUST00624,Standard,Monthly,299,25-07-2023,06-03-2024,Cancelled,1,Switching to Competitor
SUB000625,CUST00625,Basic,Annual,1490,27-01-2022,09-10-2023,Cancelled,1,
SUB000626,CUST00626,Basic,Annual,1490,04-09-2023,,Active,1,
SUB000627,CUST00627,Family,Quarterly,1347.3,26-10-2022,,Active,0,
SUB000628,CUST00628,Standard,Monthly,299,06-09-2022,16-10-2022,Cancelled,1,Too Expensive
SUB000629,CUST00629,Standard,Monthly,299,23-06-2022,,Paused,1,
SUB000630,CUST00630,Standard,Monthly,299,20-05-2023,03-07-2023,Cancelled,1,Technical Issues
SUB000631,CUST00631,Standard,Quarterly,807.3,10-10-2022,,Active,0,
SUB000632,CUST00632,Standard,Quarterly,807.3,05-01-2023,,Active,1,
SUB000633,CUST00633,Premium,Annual,6490,01-09-2023,31-12-2024,Cancelled,1,Found Free Alternative
SUB000634,CUST00634,Standard,Quarterly,807.3,19-05-2022,,Active,1,
SUB000635,CUST00635,Basic,Annual,1490,11-05-2024,31-12-2024,Cancelled,0,Too Expensive
SUB000636,CUST00636,Family,Monthly,499,09-12-2022,,Active,1,
SUB000637,CUST00637,Basic,Monthly,149,25-11-2022,,Active,1,
