view_id,customer_id,subscription_id,watch_date,genre,platform,duration_mins,content_type,completed
VIEW0005337,CUST00184,SUB000184,11-08-2024,Action,Mobile,100,Documentary,1
VIEW0005338,CUST00184,SUB000184,20-08-2024,Documentary,Smart TV,65,Series,0
VIEW0005339,CUST00184,SUB000184,22-12-2024,Comedy,Smart TV,150,Documentary,0
VIEW0005340,CUST00184,SUB000184,14-10-2024,Romance,Smart TV,93,Short,1
VIEW0005341,CUST00184,SUB000184,15-09-2024,Drama,Smart TV,145,Documentary,0
VIEW0005342,CUST00184,SUB000184,24-04-2024,Romance,Mobile,102,Movie,1
VIEW0005343,CUST00184,SUB000184,05-12-2024,Comedy,Smart TV,71,Series,0
VIEW0005344,CUST00184,SUB000184,14-06-2024,Thriller,Mobile,147,Series,1
VIEW0005345,CUST00184,SUB000184,25-09-2024,Action,Smart TV,106,Short,1
VIEW0005346,CUST00184,SUB000184,25-12-2024,Romance,Mobile,163,Short,1
VIEW0005347,CUST00184,SUB000184,23-08-2024,Documentary,Smart TV,130,Documentary,0
VIEW0005348,CUST00184,SUB000184,14-12-2024,Comedy,Tablet,135,Documentary,1
VIEW0005349,CUST00184,SUB000184,08-09-2024,Sci-Fi,Web,23,Short,1
VIEW0005350,CUST00184,SUB000184,08-06-2024,Documentary,Mobile,74,Documentary,1
VIEW0005351,CUST00184,SUB000184,21-11-2024,Action,Web,163,Series,0
VIEW0005352,CUST00184,SUB000184,11-10-2024,Romance,Web,87,Series,1
VIEW0005353,CUST00184,SUB000184,05-11-2024,Comedy,Web,164,Documentary,1
VIEW0005354,CUST00184,SUB000184,04-12-2024,Sci-Fi,Mobile,116,Series,0
VIEW0005355,CUST00184,SUB000184,11-12-2024,Thriller,Web,170,Short,1
VIEW0005356,CUST00184,SUB000184,22-08-2024,Action,Smart TV,33,Short,1
VIEW0005357,CUST00184,SUB000184,25-12-2024,Horror,Web,56,Movie,1
VIEW0005358,CUST00184,SUB000184,26-10-2024,Documentary,Tablet,83,Series,1
VIEW0005359,CUST00184,SUB000184,02-06-2024,Romance,Tablet,117,Movie,1
VIEW0005360,CUST00184,SUB000184,15-04-2024,Drama,Tablet,81,Short,1
VIEW0005361,CUST00186,SUB000186,05-07-2024,Sci-Fi,Web,166,Movie,1
VIEW0005362,CUST00186,SUB000186,13-07-2024,Thriller,Smart TV,63,Documentary,0
VIEW0005363,CUST00186,SUB000186,19-08-2024,Horror,Smart TV,93,Short,1
VIEW0005364,CUST00186,SUB000186,22-09-2024,Action,Mobile,82,Movie,1
VIEW0005365,CUST00186,SUB000186,04-11-2024,Documentary,Tablet,122,Short,1
VIEW0005366,CUST00186,SUB000186,05-04-2024,Action,Web,83,Short,0
VIEW0005367,CUST00186,SUB000186,22-04-2024,Drama,Smart TV,37,Series,1
VIEW0005368,CUST00186,SUB000186,16-08-2024,Romance,Mobile,147,Short,1
VIEW0005369,CUST00186,SUB000186,29-03-2024,Horror,Tablet,44,Short,1
VIEW0005370,CUST00186,SUB000186,09-07-2024,Action,Smart TV,174,Short,1
VIEW0005371,CUST00186,SUB000186,20-09-2024,Documentary,Tablet,80,Documentary,1
VIEW0005372,CUST00186,SUB000186,01-12-2024,Sci-Fi,Mobile,149,Series,0
VIEW0005373,CUST00186,SUB000186,03-06-2024,Horror,Web,52,Documentary,1
VIEW0005374,CUST00186,SUB000186,28-04-2024,Drama,Web,159,Series,0
VIEW0005375,CUST00186,SUB000186,26-12-2024,Thriller,Mobile,75,Movie,1
VIEW0005376,CUST00186,SUB000186,02-07-2024,Documentary,Tablet,162,Documentary,1
VIEW0005377,CUST00186,SUB000186,03-12-2024,Horror,Web,47,Short,1
VIEW0005378,CUST00186,SUB000186,29-11-2024,Sci-Fi,Smart TV,153,Series,1
VIEW0005379,CUST00186,SUB000186,26-11-2024,Romance,Web,103,Series,1
VIEW0005380,CUST00186,SUB000186,09-05-2024,Romance,Mobile,166,Documentary,1
VIEW0005381,CUST00186,SUB000186,02-06-2024,Comedy,Web,9,Short,0
VIEW0005382,CUST00186,SUB000186,20-10-2024,Documentary,Web,139,Short,1
VIEW0005383,CUST00186,SUB000186,22-11-2024,Thriller,Mobile,81,Documentary,1
VIEW0005384,CUST00186,SUB000186,20-07-2024,Romance,Mobile,172,Series,1
VIEW0005385,CUST00186,SUB000186,30-09-2024,Romance,Tablet,113,Documentary,1
VIEW0005386,CUST00186,SUB000186,25-07-2024,Romance,Web,159,Documentary,1
VIEW0005387,CUST00186,SUB000186,21-08-2024,Comedy,Web,52,Short,1
VIEW0005388,CUST00186,SUB000186,26-05-2024,Comedy,Tablet,32,Movie,1
VIEW0005389,CUST00186,SUB000186,24-05-2024,Thriller,Smart TV,130,Movie,1
VIEW0005390,CUST00186,SUB000186,27-12-2024,Drama,Mobile,51,Movie,1
VIEW0005391,CUST00186,SUB000186,11-08-2024,Action,Smart TV,136,Series,1
VIEW0005392,CUST00186,SUB000186,23-04-2024,Romance,Mobile,71,Movie,0
VIEW0005393,CUST00186,SUB000186,28-12-2024,Horror,Mobile,94,Documentary,1
VIEW0005394,CUST00186,SUB000186,01-12-2024,Action,Smart TV,12,Movie,1
VIEW0005395,CUST00186,SUB000186,22-09-2024,Sci-Fi,Web,100,Series,1
VIEW0005396,CUST00186,SUB000186,27-08-2024,Romance,Tablet,19,Documentary,1
VIEW0005397,CUST00186,SUB000186,19-06-2024,Horror,Web,68,Short,0
VIEW0005398,CUST00186,SUB000186,27-09-2024,Action,Tablet,162,Documentary,1
VIEW0005399,CUST00186,SUB000186,20-03-2024,Sci-Fi,Tablet,126,Short,1
VIEW0005400,CUST00186,SUB000186,15-04-2024,Thriller,Tablet,107,Short,0
VIEW0005401,CUST00186,SUB000186,23-11-2024,Drama,Web,64,Movie,1
VIEW0005402,CUST00186,SUB000186,20-11-2024,Romance,Tablet,46,Documentary,0
VIEW0005403,CUST00186,SUB000186,12-05-2024,Drama,Mobile,89,Movie,1
VIEW0005404,CUST00186,SUB000186,19-12-2024,Thriller,Smart TV,133,Documentary,1
VIEW0005405,CUST00186,SUB000186,02-10-2024,Horror,Web,32,Documentary,1
VIEW0005406,CUST00186,SUB000186,27-12-2024,Horror,Smart TV,170,Movie,1
VIEW0005407,CUST00186,SUB000186,25-07-2024,Documentary,Tablet,118,Movie,0
VIEW0005408,CUST00186,SUB000186,28-07-2024,Drama,Smart TV,34,Movie,1
VIEW0005409,CUST00186,SUB000186,04-05-2024,Comedy,Smart TV,41,Movie,1
VIEW0005410,CUST00186,SUB000186,20-04-2024,Sci-Fi,Tablet,157,Series,1
VIEW0005411,CUST00186,SUB000186,22-05-2024,Comedy,Mobile,80,Short,1
VIEW0005412,CUST00186,SUB000186,05-08-2024,Sci-Fi,Tablet,150,Short,1
VIEW0005413,CUST00186,SUB000186,12-04-2024,Sci-Fi,Tablet,13,Documentary,1
VIEW0005414,CUST00186,SUB000186,13-11-2024,Documentary,Mobile,35,Series,0
VIEW0005415,CUST00186,SUB000186,27-07-2024,Comedy,Mobile,86,Movie,1
VIEW0005416,CUST00186,SUB000186,27-09-2024,Thriller,Web,40,Movie,1
VIEW0005417,CUST00186,SUB000186,16-05-2024,Romance,Mobile,119,Series,1
VIEW0005418,CUST00186,SUB000186,12-05-2024,Romance,Smart TV,52,Movie,1
VIEW0005419,CUST00186,SUB000186,31-03-2024,Comedy,Mobile,157,Series,1
VIEW0005420,CUST00186,SUB000186,18-04-2024,Comedy,Web,71,Documentary,1
VIEW0005421,CUST00186,SUB000186,26-09-2024,Sci-Fi,Tablet,179,Documentary,0
VIEW0005422,CUST00186,SUB000186,27-08-2024,Romance,Web,165,Documentary,1
VIEW0005423,CUST00186,SUB000186,30-08-2024,Romance,Mobile,174,Series,1
VIEW0005424,CUST00186,SUB000186,17-06-2024,Drama,Mobile,35,Documentary,0
VIEW0005425,CUST00186,SUB000186,31-10-2024,Thriller,Tablet,107,Short,1
VIEW0005426,CUST00186,SUB000186,21-03-2024,Action,Mobile,76,Series,0
VIEW0005427,CUST00187,SUB000187,10-03-2024,Comedy,Tablet,138,Short,1
VIEW0005428,CUST00187,SUB000187,22-10-2024,Horror,Mobile,86,Series,0
VIEW0005429,CUST00187,SUB000187,17-05-2023,Action,Mobile,97,Short,0
VIEW0005430,CUST00187,SUB000187,10-07-2023,Thriller,Tablet,179,Short,1
VIEW0005431,CUST00187,SUB000187,25-02-2024,Horror,Smart TV,109,Documentary,1
VIEW0005432,CUST00187,SUB000187,08-12-2023,Thriller,Mobile,146,Movie,1
VIEW0005433,CUST00187,SUB000187,11-03-2024,Romance,Web,124,Series,1
VIEW0005434,CUST00187,SUB000187,11-05-2024,Documentary,Tablet,161,Documentary,1
VIEW0005435,CUST00187,SUB000187,12-08-2023,Romance,Tablet,72,Documentary,1
VIEW0005436,CUST00187,SUB000187,15-05-2024,Comedy,Smart TV,176,Movie,1
VIEW0005437,CUST00187,SUB000187,07-01-2024,Comedy,Mobile,23,Documentary,0
VIEW0005438,CUST00187,SUB000187,25-01-2024,Sci-Fi,Smart TV,115,Documentary,1
VIEW0005439,CUST00187,SUB000187,06-10-2023,Horror,Smart TV,142,Documentary,1
VIEW0005440,CUST00187,SUB000187,12-04-2023,Drama,Web,58,Movie,0
VIEW0005441,CUST00187,SUB000187,28-12-2024,Sci-Fi,Tablet,104,Series,1
VIEW0005442,CUST00187,SUB000187,12-11-2024,Documentary,Smart TV,96,Series,0
VIEW0005443,CUST00187,SUB000187,10-05-2024,Action,Tablet,76,Documentary,0
VIEW0005444,CUST00187,SUB000187,26-08-2023,Drama,Tablet,115,Short,0
VIEW0005445,CUST00187,SUB000187,04-09-2024,Horror,Mobile,145,Movie,0
VIEW0005446,CUST00187,SUB000187,26-09-2023,Sci-Fi,Mobile,168,Movie,1
VIEW0005447,CUST00187,SUB000187,26-11-2023,Documentary,Tablet,49,Documentary,1
VIEW0005448,CUST00187,SUB000187,14-11-2024,Romance,Mobile,102,Short,1
VIEW0005449,CUST00187,SUB000187,18-05-2024,Drama,Smart TV,128,Series,1
VIEW0005450,CUST00187,SUB000187,06-12-2023,Sci-Fi,Tablet,25,Movie,1
VIEW0005451,CUST00187,SUB000187,31-08-2023,Thriller,Tablet,8,Movie,1
VIEW0005452,CUST00187,SUB000187,26-02-2024,Drama,Mobile,114,Movie,0
VIEW0005453,CUST00187,SUB000187,19-11-2023,Drama,Smart TV,27,Series,0
VIEW0005454,CUST00187,SUB000187,27-07-2024,Sci-Fi,Web,114,Movie,0
VIEW0005455,CUST00187,SUB000187,12-09-2023,Horror,Smart TV,20,Short,1
VIEW0005456,CUST00187,SUB000187,29-06-2024,Comedy,Mobile,166,Documentary,1
VIEW0005457,CUST00187,SUB000187,15-12-2023,Drama,Smart TV,174,Movie,1
VIEW0005458,CUST00187,SUB000187,13-08-2024,Comedy,Tablet,74,Series,1
VIEW0005459,CUST00187,SUB000187,08-07-2024,Drama,Web,24,Movie,1
VIEW0005460,CUST00187,SUB000187,18-09-2024,Documentary,Mobile,45,Documentary,1
VIEW0005461,CUST00187,SUB000187,22-09-2024,Thriller,Tablet,33,Short,1
VIEW0005462,CUST00187,SUB000187,09-02-2024,Documentary,Mobile,56,Short,0
VIEW0005463,CUST00187,SUB000187,13-05-2023,Thriller,Tablet,95,Documentary,0
VIEW0005464,CUST00187,SUB000187,03-07-2023,Thriller,Smart TV,164,Short,1
VIEW0005465,CUST00187,SUB000187,29-08-2023,Comedy,Smart TV,132,Documentary,0
VIEW0005466,CUST00187,SUB000187,06-03-2024,Action,Mobile,123,Short,1
VIEW0005467,CUST00187,SUB000187,20-12-2024,Drama,Smart TV,45,Series,1
VIEW0005468,CUST00187,SUB000187,18-01-2024,Documentary,Mobile,154,Movie,1
VIEW0005469,CUST00187,SUB000187,23-07-2024,Romance,Mobile,119,Series,0
VIEW0005470,CUST00187,SUB000187,05-10-2023,Drama,Smart TV,78,Short,1
VIEW0005471,CUST00187,SUB000187,02-12-2024,Documentary,Smart TV,33,Series,1
VIEW0005472,CUST00187,SUB000187,02-08-2023,Action,Smart TV,42,Documentary,0
VIEW0005473,CUST00187,SUB000187,02-11-2024,Drama,Smart TV,145,Documentary,1
VIEW0005474,CUST00187,SUB000187,18-04-2023,Horror,Smart TV,104,Series,1
VIEW0005475,CUST00187,SUB000187,24-06-2023,Romance,Tablet,93,Series,0
VIEW0005476,CUST00187,SUB000187,13-05-2024,Horror,Web,24,Documentary,1
VIEW0005477,CUST00187,SUB000187,26-07-2024,Drama,Mobile,64,Movie,0
VIEW0005478,CUST00187,SUB000187,26-04-2024,Drama,Web,28,Series,1
VIEW0005479,CUST00187,SUB000187,05-09-2024,Thriller,Smart TV,46,Series,0
VIEW0005480,CUST00187,SUB000187,28-07-2023,Horror,Tablet,178,Movie,1
VIEW0005481,CUST00187,SUB000187,25-03-2024,Documentary,Smart TV,154,Short,1
VIEW0005482,CUST00188,SUB000188,17-02-2023,Drama,Mobile,44,Movie,1
VIEW0005483,CUST00188,SUB000188,25-12-2023,Horror,Smart TV,6,Documentary,1
VIEW0005484,CUST00188,SUB000188,14-03-2023,Thriller,Tablet,120,Series,1
VIEW0005485,CUST00188,SUB000188,05-05-2024,Documentary,Tablet,142,Movie,1
VIEW0005486,CUST00188,SUB000188,24-02-2023,Thriller,Web,117,Short,0
VIEW0005487,CUST00188,SUB000188,26-05-2024,Comedy,Mobile,13,Documentary,1
VIEW0005488,CUST00188,SUB000188,31-12-2023,Drama,Web,103,Series,1
VIEW0005489,CUST00188,SUB000188,29-11-2022,Comedy,Tablet,12,Series,0
VIEW0005490,CUST00188,SUB000188,25-12-2023,Comedy,Smart TV,162,Documentary,1
VIEW0005491,CUST00188,SUB000188,18-09-2023,Sci-Fi,Mobile,115,Short,1
VIEW0005492,CUST00188,SUB000188,20-11-2022,Comedy,Mobile,168,Series,1
VIEW0005493,CUST00188,SUB000188,14-01-2023,Sci-Fi,Smart TV,35,Series,0
VIEW0005494,CUST00188,SUB000188,02-06-2023,Sci-Fi,Mobile,59,Documentary,0
VIEW0005495,CUST00188,SUB000188,29-03-2024,Action,Web,87,Short,0
VIEW0005496,CUST00188,SUB000188,25-02-2023,Sci-Fi,Tablet,87,Movie,1
VIEW0005497,CUST00188,SUB000188,08-11-2024,Action,Smart TV,70,Short,1
VIEW0005498,CUST00188,SUB000188,22-08-2024,Thriller,Tablet,106,Movie,0
VIEW0005499,CUST00188,SUB000188,10-01-2023,Horror,Tablet,122,Series,1
VIEW0005500,CUST00188,SUB000188,15-11-2022,Horror,Tablet,98,Short,1
VIEW0005501,CUST00188,SUB000188,14-05-2023,Drama,Web,102,Movie,1
VIEW0005502,CUST00188,SUB000188,29-02-2024,Drama,Tablet,82,Movie,1
VIEW0005503,CUST00188,SUB000188,17-04-2023,Romance,Tablet,165,Series,1
VIEW0005504,CUST00188,SUB000188,24-02-2024,Action,Mobile,14,Documentary,1
VIEW0005505,CUST00188,SUB000188,13-02-2023,Horror,Mobile,120,Short,1
VIEW0005506,CUST00188,SUB000188,05-06-2024,Documentary,Tablet,28,Short,0
VIEW0005507,CUST00188,SUB000188,31-01-2024,Thriller,Mobile,77,Documentary,1
VIEW0005508,CUST00188,SUB000188,09-03-2023,Action,Smart TV,118,Short,1
VIEW0005509,CUST00188,SUB000188,17-11-2023,Thriller,Mobile,84,Series,1
VIEW0005510,CUST00188,SUB000188,15-09-2024,Drama,Tablet,21,Movie,1
VIEW0005511,CUST00188,SUB000188,15-12-2023,Sci-Fi,Web,140,Short,1
VIEW0005512,CUST00188,SUB000188,11-02-2024,Documentary,Web,144,Series,0
VIEW0005513,CUST00188,SUB000188,12-06-2024,Documentary,Smart TV,133,Short,1
VIEW0005514,CUST00188,SUB000188,14-02-2023,Comedy,Web,73,Short,0
VIEW0005515,CUST00188,SUB000188,20-08-2023,Documentary,Mobile,156,Series,1
VIEW0005516,CUST00188,SUB000188,27-12-2023,Documentary,Smart TV,168,Short,0
VIEW0005517,CUST00188,SUB000188,25-08-2023,Horror,Mobile,157,Series,0
VIEW0005518,CUST00197,SUB000197,10-08-2024,Thriller,Tablet,107,Series,1
VIEW0005519,CUST00197,SUB000197,07-10-2023,Documentary,Mobile,73,Series,1
VIEW0005520,CUST00197,SUB000197,11-04-2024,Documentary,Tablet,35,Movie,1
VIEW0005521,CUST00197,SUB000197,16-01-2024,Drama,Tablet,34,Series,1
VIEW0005522,CUST00197,SUB000197,29-10-2023,Drama,Web,157,Movie,1
VIEW0005523,CUST00197,SUB000197,01-09-2024,Documentary,Smart TV,88,Documentary,1
VIEW0005524,CUST00197,SUB000197,03-09-2023,Documentary,Web,14,Movie,1
VIEW0005525,CUST00197,SUB000197,22-09-2024,Drama,Web,16,Movie,1
VIEW0005526,CUST00197,SUB000197,09-06-2023,Comedy,Smart TV,34,Series,1
VIEW0005527,CUST00197,SUB000197,18-07-2023,Horror,Mobile,29,Series,1
VIEW0005528,CUST00197,SUB000197,11-08-2023,Sci-Fi,Web,105,Movie,0
VIEW0005529,CUST00197,SUB000197,19-11-2024,Action,Tablet,122,Documentary,1
VIEW0005530,CUST00197,SUB000197,22-07-2023,Horror,Tablet,26,Short,1
VIEW0005531,CUST00197,SUB000197,01-01-2023,Comedy,Smart TV,15,Series,1
VIEW0005532,CUST00197,SUB000197,30-11-2022,Action,Mobile,25,Movie,1
VIEW0005533,CUST00197,SUB000197,16-10-2024,Sci-Fi,Web,126,Documentary,1
VIEW0005534,CUST00197,SUB000197,17-07-2023,Horror,Web,147,Short,1
VIEW0005535,CUST00197,SUB000197,08-11-2023,Drama,Tablet,174,Series,0
VIEW0005536,CUST00197,SUB000197,06-04-2023,Thriller,Tablet,130,Documentary,1
VIEW0005537,CUST00197,SUB000197,01-09-2024,Documentary,Web,160,Short,1
VIEW0005538,CUST00197,SUB000197,16-10-2022,Documentary,Mobile,81,Movie,0
VIEW0005539,CUST00197,SUB000197,12-06-2024,Drama,Tablet,45,Movie,1
VIEW0005540,CUST00197,SUB000197,06-03-2023,Thriller,Web,62,Movie,1
VIEW0005541,CUST00197,SUB000197,04-12-2022,Action,Smart TV,170,Documentary,0
VIEW0005542,CUST00197,SUB000197,01-01-2024,Drama,Smart TV,111,Movie,1
VIEW0005543,CUST00197,SUB000197,08-04-2023,Action,Tablet,114,Documentary,1
VIEW0005544,CUST00197,SUB000197,24-08-2023,Sci-Fi,Smart TV,106,Short,1
VIEW0005545,CUST00197,SUB000197,23-06-2023,Horror,Tablet,103,Short,1
VIEW0005546,CUST00197,SUB000197,06-11-2022,Sci-Fi,Tablet,18,Short,0
VIEW0005547,CUST00197,SUB000197,16-01-2024,Comedy,Web,101,Short,1
VIEW0005548,CUST00197,SUB000197,09-08-2023,Thriller,Mobile,161,Series,0
VIEW0005549,CUST00197,SUB000197,11-10-2022,Documentary,Tablet,128,Movie,0
VIEW0005550,CUST00197,SUB000197,02-08-2023,Horror,Web,56,Short,1
VIEW0005551,CUST00197,SUB000197,25-01-2023,Comedy,Web,48,Short,0
VIEW0005552,CUST00197,SUB000197,15-04-2024,Romance,Smart TV,141,Movie,0
VIEW0005553,CUST00197,SUB000197,24-11-2024,Sci-Fi,Web,118,Documentary,1
VIEW0005554,CUST00197,SUB000197,16-12-2022,Thriller,Mobile,93,Movie,0
VIEW0005555,CUST00197,SUB000197,02-01-2024,Horror,Tablet,133,Series,1
VIEW0005556,CUST00197,SUB000197,01-12-2024,Sci-Fi,Smart TV,24,Series,1
VIEW0005557,CUST00197,SUB000197,21-04-2023,Comedy,Tablet,95,Series,1
VIEW0005558,CUST00197,SUB000197,24-09-2023,Drama,Smart TV,16,Series,0
VIEW0005559,CUST00197,SUB000197,02-12-2022,Documentary,Tablet,135,Short,1
VIEW0005560,CUST00197,SUB000197,03-08-2024,Romance,Smart TV,68,Short,1
VIEW0005561,CUST00197,SUB000197,09-03-2024,Thriller,Tablet,102,Short,0
VIEW0005562,CUST00197,SUB000197,16-01-2024,Action,Tablet,66,Documentary,1
VIEW0005563,CUST00197,SUB000197,12-05-2024,Romance,Web,53,Short,0
VIEW0005564,CUST00197,SUB000197,02-05-2024,Sci-Fi,Tablet,75,Series,1
VIEW0005565,CUST00197,SUB000197,21-05-2023,Drama,Smart TV,79,Movie,0
VIEW0005566,CUST00197,SUB000197,05-12-2022,Documentary,Web,40,Short,0
VIEW0005567,CUST00197,SUB000197,29-11-2022,Thriller,Tablet,38,Documentary,0
VIEW0005568,CUST00197,SUB000197,20-01-2023,Horror,Web,59,Documentary,1
VIEW0005569,CUST00197,SUB000197,06-05-2024,Sci-Fi,Tablet,158,Movie,1
VIEW0005570,CUST00197,SUB000197,20-08-2023,Documentary,Smart TV,14,Movie,1
VIEW0005571,CUST00198,SUB000198,27-10-2024,Comedy,Web,19,Documentary,0
VIEW0005572,CUST00198,SUB000198,08-07-2024,Thriller,Tablet,12,Documentary,1
VIEW0005573,CUST00198,SUB000198,09-04-2024,Comedy,Tablet,92,Short,0
VIEW0005574,CUST00198,SUB000198,14-09-2024,Romance,Web,94,Series,0
VIEW0005575,CUST00198,SUB000198,26-07-2024,Documentary,Mobile,86,Series,1
VIEW0005576,CUST00198,SUB000198,27-12-2024,Drama,Tablet,158,Short,1
VIEW0005577,CUST00198,SUB000198,27-12-2024,Documentary,Web,58,Movie,1
VIEW0005578,CUST00198,SUB000198,16-08-2024,Romance,Smart TV,173,Series,1
VIEW0005579,CUST00198,SUB000198,17-09-2024,Drama,Web,51,Movie,1
VIEW0005580,CUST00198,SUB000198,26-06-2024,Documentary,Mobile,120,Movie,1
VIEW0005581,CUST00198,SUB000198,25-06-2024,Drama,Mobile,101,Documentary,1
VIEW0005582,CUST00198,SUB000198,08-09-2024,Comedy,Smart TV,166,Documentary,1
VIEW0005583,CUST00198,SUB000198,11-10-2024,Romance,Mobile,96,Documentary,1
VIEW0005584,CUST00198,SUB000198,23-12-2024,Action,Tablet,103,Series,1
VIEW0005585,CUST00198,SUB000198,28-10-2024,Romance,Smart TV,161,Series,1
VIEW0005586,CUST00198,SUB000198,18-07-2024,Horror,Mobile,19,Series,0
VIEW0005587,CUST00198,SUB000198,03-11-2024,Romance,Tablet,30,Documentary,1
VIEW0005588,CUST00198,SUB000198,21-08-2024,Sci-Fi,Tablet,178,Movie,1
VIEW0005589,CUST00198,SUB000198,19-04-2024,Action,Smart TV,58,Series,1
VIEW0005590,CUST00198,SUB000198,24-10-2024,Romance,Mobile,18,Documentary,0
VIEW0005591,CUST00198,SUB000198,05-10-2024,Sci-Fi,Mobile,79,Documentary,1
VIEW0005592,CUST00198,SUB000198,24-09-2024,Drama,Mobile,30,Documentary,1
VIEW0005593,CUST00198,SUB000198,12-07-2024,Thriller,Tablet,154,Documentary,0
VIEW0005594,CUST00198,SUB000198,14-09-2024,Documentary,Mobile,133,Short,1
VIEW0005595,CUST00198,SUB000198,19-04-2024,Documentary,Tablet,120,Movie,1
VIEW0005596,CUST00198,SUB000198,20-08-2024,Comedy,Smart TV,176,Series,1
VIEW0005597,CUST00198,SUB000198,03-10-2024,Sci-Fi,Smart TV,64,Short,0
VIEW0005598,CUST00198,SUB000198,24-05-2024,Action,Tablet,77,Short,1
VIEW0005599,CUST00198,SUB000198,18-04-2024,Thriller,Web,10,Movie,0
VIEW0005600,CUST00198,SUB000198,02-08-2024,Action,Mobile,137,Short,1
VIEW0005601,CUST00198,SUB000198,31-12-2024,Horror,Smart TV,52,Series,1
VIEW0005602,CUST00198,SUB000198,26-09-2024,Horror,Mobile,93,Series,0
VIEW0005603,CUST00198,SUB000198,22-10-2024,Comedy,Smart TV,136,Documentary,1
VIEW0005604,CUST00198,SUB000198,15-08-2024,Comedy,Smart TV,137,Documentary,1
VIEW0005605,CUST00198,SUB000198,08-06-2024,Horror,Web,77,Series,1
VIEW0005606,CUST00198,SUB000198,11-11-2024,Comedy,Smart TV,59,Documentary,1
VIEW0005607,CUST00198,SUB000198,18-08-2024,Action,Web,147,Documentary,1
VIEW0005608,CUST00198,SUB000198,24-07-2024,Drama,Web,154,Movie,1
VIEW0005609,CUST00198,SUB000198,03-09-2024,Romance,Smart TV,12,Movie,0
VIEW0005610,CUST00198,SUB000198,22-08-2024,Action,Mobile,89,Series,0
VIEW0005611,CUST00198,SUB000198,05-09-2024,Action,Web,15,Movie,0
VIEW0005612,CUST00198,SUB000198,11-10-2024,Romance,Tablet,69,Movie,1
VIEW0005613,CUST00198,SUB000198,27-07-2024,Drama,Web,92,Movie,0
VIEW0005614,CUST00198,SUB000198,15-08-2024,Sci-Fi,Tablet,125,Series,0
VIEW0005615,CUST00198,SUB000198,02-10-2024,Drama,Mobile,30,Movie,1
VIEW0005616,CUST00198,SUB000198,27-04-2024,Romance,Smart TV,24,Documentary,1
VIEW0005617,CUST00198,SUB000198,21-04-2024,Horror,Smart TV,174,Documentary,1
VIEW0005618,CUST00198,SUB000198,18-09-2024,Drama,Mobile,78,Movie,1
VIEW0005619,CUST00198,SUB000198,17-04-2024,Romance,Smart TV,59,Series,1
VIEW0005620,CUST00198,SUB000198,10-07-2024,Sci-Fi,Smart TV,117,Movie,0
VIEW0005621,CUST00198,SUB000198,16-11-2024,Romance,Web,110,Short,1
VIEW0005622,CUST00198,SUB000198,13-07-2024,Comedy,Web,43,Documentary,1
VIEW0005623,CUST00198,SUB000198,29-06-2024,Documentary,Mobile,140,Movie,1
VIEW0005624,CUST00198,SUB000198,13-09-2024,Action,Web,175,Series,1
VIEW0005625,CUST00199,SUB000199,31-10-2023,Comedy,Web,108,Short,0
VIEW0005626,CUST00199,SUB000199,05-02-2023,Thriller,Mobile,44,Series,1
VIEW0005627,CUST00199,SUB000199,02-06-2023,Action,Smart TV,152,Documentary,0
VIEW0005628,CUST00199,SUB000199,08-09-2023,Horror,Smart TV,166,Short,0
VIEW0005629,CUST00199,SUB000199,19-10-2024,Drama,Web,38,Series,0
VIEW0005630,CUST00199,SUB000199,20-12-2022,Documentary,Mobile,15,Short,1
VIEW0005631,CUST00199,SUB000199,18-10-2023,Horror,Smart TV,148,Series,0
VIEW0005632,CUST00199,SUB000199,08-08-2023,Drama,Smart TV,160,Movie,1
VIEW0005633,CUST00199,SUB000199,28-10-2024,Drama,Web,154,Series,1
VIEW0005634,CUST00199,SUB000199,06-01-2023,Romance,Web,106,Short,0
VIEW0005635,CUST00199,SUB000199,01-08-2023,Documentary,Tablet,71,Movie,1
VIEW0005636,CUST00199,SUB000199,21-06-2023,Drama,Smart TV,29,Movie,0
VIEW0005637,CUST00199,SUB000199,24-07-2024,Documentary,Web,83,Documentary,1
VIEW0005638,CUST00199,SUB000199,11-05-2024,Romance,Smart TV,51,Short,1
VIEW0005639,CUST00199,SUB000199,14-08-2023,Sci-Fi,Web,81,Series,1
VIEW0005640,CUST00199,SUB000199,28-03-2024,Action,Mobile,130,Movie,0
VIEW0005641,CUST00199,SUB000199,21-05-2023,Documentary,Tablet,7,Movie,1
VIEW0005642,CUST00199,SUB000199,26-09-2024,Action,Smart TV,54,Series,1
VIEW0005643,CUST00199,SUB000199,18-11-2024,Documentary,Smart TV,123,Short,1
VIEW0005644,CUST00199,SUB000199,12-08-2023,Horror,Smart TV,75,Documentary,1
VIEW0005645,CUST00199,SUB000199,13-03-2024,Horror,Web,55,Movie,0
VIEW0005646,CUST00199,SUB000199,17-08-2023,Sci-Fi,Tablet,116,Movie,1
VIEW0005647,CUST00199,SUB000199,16-12-2022,Comedy,Web,95,Movie,1
VIEW0005648,CUST00199,SUB000199,22-08-2023,Horror,Smart TV,143,Short,1
VIEW0005649,CUST00199,SUB000199,10-06-2023,Comedy,Tablet,159,Documentary,0
VIEW0005650,CUST00199,SUB000199,26-12-2022,Documentary,Web,49,Short,0
VIEW0005651,CUST00199,SUB000199,12-12-2023,Romance,Web,129,Movie,0
